DrugA,DrugB,SMILES_A,SMILES_B,LD50_A_mg/kg,LD50_B_mg/kg,Mixture_LD50_mg/kg,MW_A,MW_B,LD50_A_neglog,LD50_B_neglog,Mixture_neglog
Acetone,Ucon 50HB260,CC(=O)C,CC(C)OCC(C)OCC(C)O,8760.6,5596.500000000001,13238.6075,58.08,176.256,0.8214927563452248,1.4982274018082817,0.946966710455745
Acetone,Ucon LB250,CC(=O)C,CC(C)OCC(C)OCC(C)O,8760.6,10605.0,18356.4225,58.08,176.256,0.8214927563452248,1.2206332370522115,0.8050209717303334
Acetonitrile,Acetophenone,CC#N,CC(=O)c1ccccc1,6500.219999999999,2549.44,1045.771,41.053,120.15099999999995,0.8004168436427894,1.673282594241833,1.886909223854607
Acetonitrile,Acrylonitrile,CC#N,C=CC#N,6500.219999999999,112.84000000000002,187.06,41.053,53.06399999999999,0.8004168436427894,2.6723369068069913,2.4006571498194376
Acetonitrile,Aniline,CC#N,Nc1ccccc1,6500.219999999999,725.6199999999999,1459.056,41.053,93.12899999999999,0.8004168436427894,2.1083756950975885,1.6625923042779105
Acetonitrile,Butyl Cellosolve,CC#N,CCCCOCCO,6500.219999999999,2146.76,2943.028,41.053,118.17599999999999,0.8004168436427894,1.740745791372431,1.4321977779634163
Acetonitrile,Butyl ether,CC#N,CCCCOCCCC,6500.219999999999,10390.4,7971.650000000001,41.053,130.231,0.8004168436427894,1.0980821084263572,1.0311385783405198
Acetonitrile,Carbon tetrachloride,CC#N,ClC(Cl)(Cl)Cl,6500.219999999999,4909.52,8345.47,41.053,153.823,0.8004168436427894,1.4959822435581474,1.0672775608156517
Acetonitrile,Diethanolamine,CC#N,OCCNCCO,6500.219999999999,877.6,1855.6965,41.053,105.137,0.8004168436427894,2.07845896604771,1.595380721804849
Acetonitrile,Dioxane,CC#N,C1COCCO1,6500.219999999999,6683.509999999999,2096.3975,41.053,88.106,0.8004168436427894,1.1200008825933447,1.488621045089551
Acetonitrile,Ethyl acetate,CC#N,CCOC(=O)C,6500.219999999999,9831.8,11847.228,41.053,88.106,0.8004168436427894,0.9523724492991003,0.7364779316772225
Acetonitrile,Ethyl acrylate,CC#N,CCOC(=O)C=C,6500.219999999999,761.1099999999999,1223.6055,41.053,100.11699999999999,0.8004168436427894,2.1190603994765276,1.7610709986165776
Acetonitrile,Ethyl alcohol,CC#N,CCO,6500.219999999999,15543.3,10792.687500000002,41.053,46.069,0.8004168436427894,0.4718655559401559,0.605968238661572
Acetonitrile,Ethylene glycol,CC#N,OCCO,6500.219999999999,7189.9800000000005,8009.0325,41.053,62.068000000000005,0.8004168436427894,0.9361400691300721,0.8087370642073912
Acetonitrile,Formalin,CC#N,C=O,6500.219999999999,2016.5,1942.598,41.053,30.026,0.8004168436427894,1.1728992539194776,1.2623283762145359
Acetonitrile,Isophorone,CC#N,CC1=CC(=O)CC(C)(C)C1,6500.219999999999,2104.44,2349.875,41.053,138.20999999999998,0.8004168436427894,1.8174029189459762,1.5814159035966175
Acetonitrile,Morpholine,CC#N,C1COCCN1,6500.219999999999,1631.34,2529.923,41.053,87.122,0.8004168436427894,1.7275833515664596,1.403666027131925
Acetonitrile,Nitrobenzene,CC#N,[O-][N+](=O)c1ccccc1,6500.219999999999,599.5,1100.6825,41.053,123.11099999999996,0.8004168436427894,2.3125076715555126,1.8725858682787226
Acetonitrile,Phenyl Cellosolve,CC#N,c1ccccc1OCCO,6500.219999999999,3614.56,5912.272000000001,41.053,138.166,0.8004168436427894,1.582345746423963,1.180599648069791
Acetonitrile,PEG 400,CC#N,OCCOCCOCCOCCOCCOCCOCCOCCO,6500.219999999999,45232.8,5781.237,41.053,370.4390000000002,0.8004168436427894,0.9132632308859374,1.5513106271468233
Acetonitrile,Propylene glycol,CC#N,CC(O)CO,6500.219999999999,45894.8,23086.562,41.053,76.095,0.8004168436427894,0.21959263974080165,0.40434561932007196
